Year,Aruba,Afghanistan,Angola,Albania,Andorra,Arab World,United Arab Emirates,Argentina,Armenia,American Samoa,Antigua and Barbuda,Australia,Austria,Azerbaijan,Burundi,Belgium,Benin,Burkina Faso,Bangladesh,Bulgaria,Bahrain,"Bahamas, The",Bosnia and Herzegovina,Belarus,Belize,Bermuda,Bolivia,Brazil,Barbados,Brunei Darussalam,Bhutan,Botswana,Central African Republic,Canada,Central Europe and the Baltics,Switzerland,Channel Islands,Chile,China,Cote d'Ivoire,Cameroon,"Congo, Dem. Rep.","Congo, Rep.",Colombia,Comoros,Cabo Verde,Costa Rica,Caribbean small states,Cuba,Curacao,Cayman Islands,Cyprus,Czech Republic,Germany,Djibouti,Dominica,Denmark,Dominican Republic,Algeria,East Asia & Pacific (excluding high income),Early-demographic dividend,East Asia & Pacific,Europe & Central Asia (excluding high income),Europe & Central Asia,Ecuador,"Egypt, Arab Rep.",Euro area,Eritrea,Spain,Estonia,Ethiopia,European Union,Fragile and conflict affected situations,Finland,Fiji,France,Faroe Islands,"Micronesia, Fed. Sts.",Gabon,United Kingdom,Georgia,Ghana,Gibraltar,Guinea,"Gambia, The",Guinea-Bissau,Equatorial Guinea,Greece,Grenada,Greenland,Guatemala,Guam,Guyana,High income,"Hong Kong SAR, China",Honduras,Heavily indebted poor countries (HIPC),Croatia,Haiti,Hungary,IBRD only,IDA & IBRD total,IDA total,IDA blend,Indonesia,IDA only,Isle of Man,India,Not classified,Ireland,"Iran, Islamic Rep.",Iraq,Iceland,Israel,Italy,Jamaica,Jordan,Japan,Kazakhstan,Kenya,Kyrgyz Republic,Cambodia,Kiribati,St. Kitts and Nevis,"Korea, Rep.",Kuwait,Latin America & Caribbean (excluding high income),Lao PDR,Lebanon,Liberia,Libya,St. Lucia,Latin America & Caribbean,Least developed countries: UN classification,Low income,Liechtenstein,Sri Lanka,Lower middle income,Low & middle income,Lesotho,Late-demographic dividend,Lithuania,Luxembourg,Latvia,"Macao SAR, China",St. Martin (French part),Morocco,Monaco,Moldova,Madagascar,Maldives,Middle East & North Africa,Mexico,Marshall Islands,Middle income,"Macedonia, FYR",Mali,Malta,Myanmar,Middle East & North Africa (excluding high income),Montenegro,Mongolia,Northern Mariana Islands,Mozambique,Mauritania,Mauritius,Malawi,Malaysia,North America,Namibia,New Caledonia,Niger,Nigeria,Nicaragua,Netherlands,Norway,Nepal,Nauru,New Zealand,OECD members,Oman,Other small states,Pakistan,Panama,Peru,Philippines,Palau,Papua New Guinea,Poland,Pre-demographic dividend,Puerto Rico,"Korea, Dem. People’s Rep.",Portugal,Paraguay,West Bank and Gaza,Pacific island small states,Post-demographic dividend,French Polynesia,Qatar,Romania,Russian Federation,Rwanda,South Asia,Saudi Arabia,Sudan,Senegal,Singapore,Solomon Islands,Sierra Leone,El Salvador,San Marino,Somalia,Serbia,Sub-Saharan Africa (excluding high income),South Sudan,Sub-Saharan Africa,Small states,Sao Tome and Principe,Suriname,Slovak Republic,Slovenia,Sweden,Eswatini,Sint Maarten (Dutch part),Seychelles,Syrian Arab Republic,Turks and Caicos Islands,Chad,East Asia & Pacific (IDA & IBRD countries),Europe & Central Asia (IDA & IBRD countries),Togo,Thailand,Tajikistan,Turkmenistan,Latin America & the Caribbean (IDA & IBRD countries),Timor-Leste,Middle East & North Africa (IDA & IBRD countries),Tonga,South Asia (IDA & IBRD),Sub-Saharan Africa (IDA & IBRD countries),Trinidad and Tobago,Tunisia,Turkey,Tuvalu,Tanzania,Uganda,Ukraine,Upper middle income,Uruguay,United States,Uzbekistan,St. Vincent and the Grenadines,Venezuela,British Virgin Islands,Virgin Islands (U.S.),Vietnam,Vanuatu,World,Samoa,Kosovo,"Yemen, Rep.",South Africa,Zambia,Zimbabwe
1982,0,0,0,0,0,8.331255756,0,0,0,0,0,11.35181976,5.436023634,0,5.868096357,8.726549066,0,12.05976521,0,0,8.885713085,6.012621017,0,0,0,0,123.5357186,100.5433592,10.33246644,6.356589147,9.90443093,11.13720643,13.2960987,10.7689719,0,5.655102643,0,9.941020666,0,7.583125896,13.25701986,36.69969757,0,24.72098214,0,0,90.1227133,7.25233262,0,0,0,6.432797267,0,5.241043941,-2.410714286,4.394594098,10.12082568,7.646243066,6.54250963,0,10.240268,0,0,0,16.25796959,14.82300885,9.584927647,0,14.41499582,0,5.890061077,9.470989321,0,9.584927647,7.031556894,11.97847195,0,0,16.68579688,8.598869976,0,22.29556641,0,0,10.85584546,0,0,20.99108482,7.812741412,0,0.307385561,0,0,9.121382039,10.97046414,8.982621706,12.31245087,0,7.359242276,6.835805083,10.81658525,10.84685792,0,7.463001935,9.445423954,0,0,7.887270664,0,17.1471142,18.68972593,0,50.24322639,120.3643818,16.48041462,6.545407967,7.428040854,2.741040956,0,20.66671467,0,0,0,0,7.190847626,7.776798427,8.397681559,0,0,0,10.25880886,0,9.461821186,0,0,0,10.82574917,10.37476722,10.84685792,12.1399177,0,0,9.357050994,0,0,0,10.5278073,0,0,31.78970465,0,8.331255756,58.91341805,0,10.39330808,0,0,5.818233972,5.304740405,10.39330808,0,0,0,0,0,11.41569313,9.821162444,5.81890003,8.45019945,0,0,11.64183574,7.697747247,0,5.91109324,11.34099617,11.69854659,0,16.16369412,10.7689719,0,9.90443093,5.903528784,4.250571763,64.44815854,10.22172714,0,5.535055351,103.5587189,0,0,0,21.67928373,5.120065437,0,0,9.470989321,0,5.7,0,0,12.56513653,9.90443093,1.021039604,25.71287975,17.37638522,3.91628678,12.98342541,0,11.72888687,0,0,0,12.1399177,0,12.09984145,8.349227248,0,7.276408618,0,30.1125436,8.58918509,10.80742134,0,-0.912646675,14.30332922,0,0,0,0,11.12967333,5.259079903,0,0,9.461821186,0,10.39330808,10.83787038,9.90443093,12.09984145,11.63476294,0,29.1375145,0,28.93233465,0,0,10.54833962,18.9925013,6.131427,0,7.228256622,0,0,0,0,6.672545561,10.29563765,18.29622459,0,0,14.63903727,0,0
1983,0,0,0,0,0,5.493665514,0,0,0,0,0,10.03891051,3.339173357,0,8.151231356,7.661609837,0,8.153762774,0,0,2.972399151,4,0,0,0,0,275.5862836,135.0275156,5.230298783,1.166180758,18.02371542,10.47714381,14.61261129,5.86358803,0,2.949832676,0,27.25719845,0,5.640428433,16.63122641,76.52669767,0,19.59731544,0,0,32.62056218,5.344343386,0,0,0,5.049714241,0,3.293412781,0.901842896,4.147952444,6.908228812,5.628623294,5.96716393,0,10.36040358,0,0,0,48.43387471,16.07987388,8.669271598,0,12.17408352,0,-0.675378065,8.517782102,0,8.366292606,6.704183998,9.459548472,0,0,10.67193676,4.609300664,0,122.8745146,0,0,10.63630368,0,0,20.17948325,6.095347282,0,4.538678151,0,0,7.094062272,9.885931559,8.252811658,11.12664412,0,10.24366335,7.279895733,11.83430224,11.03485975,0,7.132065701,11.79974052,0,0,11.86886396,0,10.44762952,19.74018918,0,83.95004619,145.9515156,14.64657667,11.58211108,5.020167098,1.899719713,0,11.39778274,0,0,0,0,3.420615454,4.718168093,12.44821441,0,0,0,10.60520362,0,12.44821441,0,0,0,13.96438801,11.68363245,10.65412022,17.49235474,0,0,8.669271598,0,0,0,6.207935389,0,0,19.32833859,0,5.493665514,101.8749384,0,11.03485975,0,0,-0.88099756,5.650083363,6.167613865,0,0,0,0,0,5.589498018,13.50251052,3.704235463,4.538011631,0,0,-2.489605687,23.21233155,0,2.740842825,8.465244322,12.37723808,0,7.341075861,8.669271598,0,6.052631579,6.3620335,2.102841244,111.1506352,10.02935656,0,7.902097901,25.53475936,0,0,0,24.00276238,13.43375556,0,0,7.310485797,0,2.743614001,0,0,6.593002143,12.37723808,0.191424196,30.58777478,11.61698457,1.196410768,6.234718826,0,13.31431773,0,0,0,11.56752438,0,11.48265356,6.07398943,0,4.411808075,0,40.21349184,8.873021524,11.56752438,0,6.052631579,6.127292341,0,0,0,0,9.35546508,3.726536621,0,0,13.37403665,0,6.167613865,9.813553118,12.37723808,11.48265356,15.175,0,31.39027102,0,27.05592753,0,0,10.54117372,49.19737965,3.212435233,0,5.45838799,0,0,0,0,1.65334803,9.114243302,16.46013561,0,0,12.30320716,0,0
1984,0,0,0,0,0,8.116397955,0,0,0,0,0,3.96039604,5.663187493,0,14.31686979,6.34177491,0,4.846957682,0,0,0.32239925,3.966346154,0,0,0,0,1281.349942,192.1220033,4.685797312,3.073967339,7.032819826,8.577469043,2.542209668,4.304778304,0,2.931435997,0,19.86020906,0,4.284761104,11.37332209,52.22701136,0,16.16161616,0,11.25,11.95066091,4.326071733,0,0,0,5.99195111,0,2.405795379,1.884715026,2.21799425,6.29077936,20.15167811,8.116397955,0,8.577469043,0,0,0,31.23023908,17.03636638,7.067656383,0,11.28026367,0,8.417273783,7.370729503,0,7.067656383,5.291217611,7.673802622,0,0,5.857142857,4.960714524,0,39.66531379,0,0,22.09845941,0,0,18.45685214,5.659612787,0,3.406750118,0,0,6.081602295,8.650519031,4.726368159,11.37332209,0,6.402032391,8.467854876,12.47762721,10.98386257,8.390848951,7.420609204,10.45503482,0,0,8.32157969,0,8.651113838,12.54021945,0,30.85239708,373.2156521,10.79449601,27.81476932,3.847472738,2.261613692,0,10.28409821,0,0,0,0,2.273942298,1.17746005,14.05613853,0,0,0,12.47762721,0,12.64272066,0,9.229518195,0,16.63825375,11.01552162,10.45503482,10.98386257,0,0,6.435857808,0,0,0,12.44756933,0,0,9.856620954,0,8.116397955,65.44880713,0,11.01552162,0,0,-0.442500001,4.846311548,9.229518195,0,0,0,0,0,7.389162562,20.0263032,3.897272601,4.30265689,0,0,8.364424118,17.82053329,0,3.30163842,6.218274112,2.845784957,0,6.171253479,7.067656383,0,6.512385468,6.087166736,1.582643329,110.2085196,50.33897564,0,7.420609204,15.40099943,0,0,0,28.38463889,20.31146255,0,0,6.194763795,0,1.104972376,0,0,5.369570388,7.032819826,-1.559037065,34.14634146,11.78402748,2.600985222,11.04718067,0,11.50716951,0,0,0,11.25,0,11.11693129,5.659612787,0,3.688744528,0,53.67196691,8.04424239,12.93972664,0,4.094292804,9.229518195,0,20.25089606,0,0,-3.52662871,0.86489843,0,0,14.74819828,0,9.229518195,0.106451613,7.032819826,11.11693129,13.33478041,8.9,48.39232313,0,36.14594151,0,0,10.05197474,55.30442354,4.300535475,0,2.701955636,0,0,0,0,5.516400108,8.32157969,11.86006826,0,0,11.52648044,0,0
1985,4.032258056,0,0,0,0,7.2543618,0,0,0,0,0,6.734693878,3.189511634,0,3.804286836,4.868733995,0,6.906057821,0,0,-2.635969303,4.605009634,0,0,0,0,11749.63963,225.989959,3.915105251,2.353215284,1.877346683,8.0945758,10.42384023,3.962030541,0,3.435389869,0,30.7035209,0,1.863803272,8.508374344,23.82078452,0,24.09017713,0,5.393258427,15.0517585,4.260057442,0,0,0,5.034453664,0,2.066239022,2.128902988,3.739979981,4.678751452,45.33617555,10.48228704,0,9.568221071,0,0,0,27.98321603,12.10675606,5.195621954,0,8.814454809,0,19.06468514,5.613298527,0,5.195621954,4.420972396,5.831099739,0,0,7.354925776,6.071390872,0,10.30544067,0,0,18.31988487,0,0,19.31465181,2.501384924,0,18.6867913,0,0,4.678751452,3.503184713,3.362675236,10.42384023,0,10.64883901,6.942345019,11.52126074,9.138440555,7.743993047,5.393258427,4.724536157,0,0,5.555555556,0,5.395497315,4.389340957,0,31.99462902,304.5841472,9.205991443,25.67310124,2.985074627,2.032277346,0,13.00656642,0,0,0,0,2.459117006,1.490321814,23.20927609,0,0,0,9.138440555,0,18.6867913,0,10.51897599,0,1.481180122,7.344853314,9.138440555,13.32082552,0,0,4.093587785,0,0,0,7.728638901,0,0,10.55648396,0,4.389340957,57.7484484,0,8.799437766,0,0,-0.23520746,6.807566558,7.728638901,0,0,0,0,0,6.698703947,10.51897599,0.346458791,3.753837346,0,0,-0.923399124,7.435344828,0,2.258584013,5.71485464,8.052641266,0,15.41765557,6.071390872,0,5.213856045,5.614839218,1.026619893,163.3995052,23.10310718,0,3.71040724,11.52126074,0,0,0,19.46141001,25.21071644,0,0,4.773742723,0,1.912568307,0,0,1.759330057,5.555555556,-3.058768729,45.40750323,13.00005762,0.480122911,9.568221071,0,22.32837506,0,0,0,10.30544067,0,9.406907507,5.034453664,0,10.86595298,0,79.40638115,7.372574581,20.46263345,0,0.834326579,17.25293132,0,5.153999006,0,0,-1.814414382,2.431731234,0,0,23.20927609,0,7.728638901,16.765,5.555555556,9.406907507,7.622574055,7.2543618,44.96173015,0,33.28210383,0,0,10.67412001,72.22256443,3.545644152,0,2.139685103,0,0,0,0,1.066152858,6.92420142,9.090501189,0,0,16.29422614,0,0
1986,1.073966408,0,0,0,0,7.433333333,0,0,0,0,0,9.050350542,1.705446658,0,1.675675676,1.294368191,0,-2.611742925,0,2.7,-2.296093214,5.433781544,0,0,0,0,276.3359676,147.1426826,1.330068452,1.781242886,9.950859951,10.00171556,2.245152512,4.194786291,0,0.75030887,0,19.47684729,0,9.682954731,7.770024987,44.4,4.158110883,18.84246042,0,10.87420043,11.83675076,4.10400761,0,0,0,1.21836926,0,-0.129416443,18.14763345,2.774233677,3.678184119,7.638972666,12.37160917,0,11.6229048,0,0,0,23.03022611,23.86428982,2.538525918,0,8.794939747,0,-9.808765071,3.552901167,0,2.933579204,1.798842484,2.538525918,0,0,6.285355123,3.427618215,0,24.56541608,0,0,56.56017201,0,-17.64042409,23.01544655,0.557079904,0,36.9311213,0,0,3.159097295,3.384615385,4.352723832,6.809055939,50,3.279926634,5.291661701,12.37160917,9.029510544,6.184778545,3.832262565,5.822666962,9.682954731,0,8.730811404,0,3.827039315,18.42900302,0,22.12840119,48.13334285,5.823546919,15.10537542,0,0.595586799,0,2.534275989,0,0,0,0,2.74998327,0.95360674,18.76521055,0,0,0,3.290981046,0,15.10537542,9.3254619,4.124615264,0,7.976361936,8.733559187,8.733559187,18.00496689,0,0,0.294563409,0,0,0,8.733559187,0,0,14.4973321,0,7.448971374,86.23331699,0,9.504208316,0,0,2.027888714,9.3254619,15.25962131,0,0,0,0,7.433333333,1.632653061,14.04686796,0.737002855,3.046417007,0,0,-3.207571342,5.717151454,0,0.083347949,7.176492748,18.99894955,0,13.21339806,4.235910111,0,6.285355123,3.506414248,-0.066384108,77.92102555,1.148137777,0,5.453752182,16.54996817,6.184778545,0,0,12.33133349,31.74259727,0,0,3.159097295,0,0.757575758,0,0,-1.117066573,8.730811404,-3.203331465,24.45349013,6.184778545,-1.385703364,13.57187894,0,31.93501615,0,0,0,7.433333333,0,6.859344228,5.583669861,0,18.68796069,0,95.88650521,4.235910111,13.73707533,0,0.236406619,36.06349206,0,-13.05657258,0,0,4.124615264,1.841675968,0,0,18.76521055,0,15.25962131,21.67387488,8.730811404,6.859344228,7.693676593,6.164383562,34.61007597,0,32.43220158,0,0,11.83675076,76.38063641,1.898047722,0,1.027667984,0,0,0,0,4.766141332,5.823546919,5.733558179,0,0,18.65492687,55.82822086,0
1987,3.643045458,0,0,0,0,4.222416662,0,0,0,0,0,8.533021625,1.401952938,0,7.11323764,1.553382613,0,-2.681784235,9.874696091,2.726387537,-1.745001754,5.756464011,0,0,0,0,14.57869845,228.3362579,3.311731107,1.246854906,6.368715084,9.801933874,-6.986802706,4.356108712,0,1.440328424,0,19.88080123,7.233835531,6.943306265,13.14049984,78.67036011,0.44356826,23.30203101,0,3.846153846,16.84665276,4.890522222,0,0,0,2.791666667,0,0.249910957,4.089116446,4.024580433,4.019993457,13.55072378,7.441260913,5.174881273,9.838314983,4.685987788,0,0,29.50399725,19.69359331,3.159407641,0,5.248021767,0,-2.428672483,4.066511159,0,4.113028862,5.663774759,3.288898214,0,0,-0.946185689,4.148911139,0,39.81506788,0,0,23.52916696,0,-13.17447275,16.3968916,-0.872333388,0,12.32321328,0,0,3.842278337,5.654761905,2.487154022,7.028271952,133.3332637,-11.44946461,8.674314177,10.75185899,8.63767319,6.656010675,3.93536714,9.278656132,7.632790089,0,8.798689021,0,3.159407641,28.57142857,0,18.29776822,19.85261348,4.747284904,6.65244805,-0.2,0.126176842,0,8.63767319,0,0,0,0,3.049659098,0.654844692,15.7126756,0,0,0,4.355716878,0,13.55072378,9.013519315,4.133014908,0,7.717165606,9.038672576,8.189074495,11.75026307,0,0,-0.056662909,0,0,0,2.698739977,0,0,14.99313513,0,4.089116446,131.8273839,0,8.63767319,0,0,0.431725669,24.76,7.441260913,0,0,0,0,8.152342538,0.518741633,25.15509543,0.290007909,4.010335965,0,0,-6.712108929,11.29032258,0,-0.691203091,8.717047452,10.75032804,0,15.74430079,4.356108712,0,2.791666667,4.681218546,0.996423097,85.82230624,4.069767442,0,3.337470694,26.37902785,8.152342538,0,0,9.634831862,21.81027404,0,0,4.066511159,0,2.68528464,0,0,4.133014908,8.257927313,-1.547116737,20.55723775,-4.140723786,0.523306522,10.99236641,0,24.86450034,0,0,0,8.152342538,0,7.632790089,4.327982971,0,53.39295326,0,132.072721,4.188571518,13.37662338,0,2.594339623,59.48436771,0,-5.974842767,5.174881273,0,0.05400885,2.466461128,0,0,15.7126756,0,7.441260913,4.685987788,8.257927313,7.632790089,10.75185899,8.225806452,38.85584348,0,29.94936954,0,0,7.233835531,63.56666243,3.664563218,0,3.305946792,0,0,0,0,16.03939501,5.710119385,4.566849496,0,0,16.16059499,47.04724409,0
1988,3.121868496,0,0,0,0,5.911544964,0,0,0,0,0,7.215939688,1.91572092,0,4.486797697,1.160934934,0,4.255616018,7.412765957,2.369668246,0.303435966,4.402411828,0,0,0,0,16.00209105,629.1131934,4.858859178,1.192842942,10.08403361,8.351679568,-3.964468821,4.028234149,0,1.872459172,0,14.68435257,18.81181794,6.930686172,1.682332608,71.09173127,1.030421982,28.10839532,0,4.074074074,20.82632322,4.630635503,0,0,0,3.429266315,0,1.274117481,0,2.924591631,4.53513301,43.86383235,5.911544964,9.342126885,9.384775808,7.887323944,0,0,58.21628654,17.66348615,2.700815275,0,4.837264699,0,7.080715321,4.223963667,0,5.085928614,11.75832688,2.700815275,0,0,-8.776119403,3.912794324,0,31.35926763,0,0,11.69058689,60.28178263,2.523659306,13.52883553,4,0,10.83270377,0,0,4.468772419,7.887323944,4.491257636,6.930686172,185.7142857,4.105468059,15.72354907,12.77954421,9.384775808,8.634049192,4.037037037,8.045367151,9.45351339,0,9.384775808,0,2.134571569,28.67063492,0,25.72550909,16.25832932,5.058247477,8.266765744,6.613226453,0.67855758,0,12.26496305,0,0,0,0,7.146095256,1.46813288,17.88162642,0,0,0,6.086956522,0,10.83270377,9.533518498,8.031859352,0,13.9915489,10.08403361,9.272044971,11.45637163,0,0,1.436590566,0,0,0,2.369055055,0,0,26.85379714,0,5.999250743,114.1622585,0,9.654399603,0,0,0.938344387,16.04280218,6.905098075,0,0,0,0,1.31965861,9.159314134,33.91216494,2.556519453,4.052987628,0,0,-1.39396304,54.51122478,0,0.737943046,6.676365988,8.983003382,0,6.375249444,5.085928614,0,4.60251046,8.837937018,0.359220845,667.0193286,13.86006917,0,5.445082077,58.72082973,9.31063653,0,0,10.10163212,22.59425718,0,0,4.686198855,0,4.60251046,0,0,2.978643557,9.183889595,0.907563025,64.7005631,-1.826682251,1.523185192,16.73752657,0,19.76116179,0,0,0,8.755496851,0,8.351679568,7.535889938,0,7.313287808,0,198.7537129,5.824898684,20.39456228,0,1.83908046,34.56221198,0,15.47751765,9.342126885,0,-0.15091098,3.862730747,0,0,15.34322181,0,6.905098075,9.924023398,9.183889595,8.351679568,7.758492067,7.196969697,68.80964338,0,31.18671828,0,0,9.159314134,62.19195646,4.077741107,0,0.227229691,0,0,0,0,8.760230373,7.206454692,8.507868011,0,0,12.77954421,51.00401606,0
1989,3.991628046,0,0,0,0,7.74088604,0,0,0,0,0,7.533902562,2.568343847,0,11.66159985,3.107050651,0,-0.481798715,6.045479756,6.388888889,1.485897322,5.387658228,0,0,0,0,15.17346811,1430.72507,6.190114068,1.304300371,8.778625954,11.57501475,0.689055807,4.9836219,0,3.1552891,0,17.02795574,18.24563836,1.049518238,-1.665525896,104.0652294,-1.79698883,25.8675515,0,4.555160142,16.50995417,5.891531393,0,0,0,3.765480483,0,2.780562482,0,6.218521498,4.772723424,40.65791612,9.304361258,6.462561711,9.577385258,6.415539635,0,0,75.6481901,21.26186709,3.765480483,0,6.791437533,0,7.817301182,5.717282981,0,6.592909802,6.189354034,3.498302207,0,0,6.740837696,5.174734583,0,25.22369203,0,0,8.275016088,80.78814064,6.166153846,13.65556787,5.592948718,0,11.3871322,0,0,4.9836219,10.18276762,9.850409258,8.046158635,1400,6.923905037,17.149152,12.67004209,9.850409258,7.83078296,5.07405443,6.415539635,8.812756433,0,3.26256011,0,4.08904273,22.34965305,0,20.75819503,20.24944938,6.25983138,14.32953903,25.7127193,2.272289621,0,13.78931728,0,0,0,0,5.700160937,3.342033591,15.84171114,61.33259651,0,0,1.511839709,0,14.32953903,8.812756433,7.817301182,0,11.56753609,10.70897267,9.158678602,14.72824556,0,0,3.370958873,0,8.770945542,0,3.259969492,0,0,9.012995946,0,5.541459815,20.00787671,0,11.56753609,0,-0.076692998,0.847691359,27.19852645,10.35178924,0,0,0,0,12.9326821,12.67004209,12.44636205,2.813200897,4.905312465,0,0,-2.84352518,50.46668812,0,1.082160156,4.546143355,8.846886912,0,5.715991551,5.715991551,0,6.740837696,7.844264737,0.205867258,3398.67901,12.24299065,0,4.480445513,244.550933,8.275016088,0,0,12.68630365,26.42212672,0,0,5.700160937,0,3.3,0,0,1.010278248,8.311445346,1.032644903,66.72032193,0.447309341,2.345456272,14.93224787,0,17.63407994,0,0,0,8.275016088,0,8.046158635,6.204317783,0,0.769646742,0,1281.443494,6.443275874,7.546164773,0,1.58013544,11.39921722,0,-3.689134604,6.462561711,0,-0.839403117,5.35546508,0,0,15.84171114,0,10.35178924,4.073643648,8.311445346,8.046158635,11.43213181,7.74088604,63.27255249,0,25.84983826,0,0,11.57501475,80.44743673,4.82700303,0,2.833931608,0,0,0,0,7.748049052,6.923905037,6.462561711,0,0,14.73088597,123.4042553,0
1990,5.836687752,0,0,0,0,8.451462408,0,0,0,0,0,7.333021952,3.261873123,0,7.002169567,3.44831218,0,-0.504303389,6.12671847,23.8,0.929335437,4.66931912,0,0,0,0,17.1187746,2947.73307,3.074572711,2.138662932,10,11.39634612,-0.012330456,4.780476933,0,5.403953982,0,26.03647216,3.052290121,-0.805879698,1.099381284,81.29540481,2.889053742,29.15202109,0,10.65350579,19.04418009,6.137709349,0,0,0,4.502054629,0,2.696469976,0,3.190923232,2.641603064,50.46247924,16.65253439,8.19137132,12.63482106,7.819191447,0,0,48.519113,16.75637471,3.44831218,0,6.721825301,0,5.152481242,6.303087187,0,6.149565312,8.19137132,3.19428338,0,0,7.725321888,7.028755916,0,37.25906649,0,0,12.16778411,33.00197783,0.857871551,20.43349964,2.724237365,0,41.22186714,0,0,5.403953982,10.42654028,23.32256644,6.801197608,500,21.27603201,28.36959965,16.65253439,11.634757,8.488646497,7.158880952,7.819191447,9.854931923,0,8.971233545,0,3.317321299,7.627674938,0,15.51072199,17.17334437,6.456609061,21.96017512,16.19213756,3.078516287,0,17.78181443,0,0,0,0,8.573600687,9.833635315,23.66086577,35.64298297,0,0,8.451462408,0,21.96017512,8.488646497,7.002169567,0,21.49525205,10.32675289,11.51555156,11.634757,0,0,3.253766591,0,7.969693844,0,6.782594015,0,0,11.78448383,0,8.039568673,26.65167256,0,12.17735221,0,0.606339704,2.983405861,17.62677503,12.32179998,0,0,0,0,6.600225649,13.48808879,11.82353805,2.617801047,5.089216687,0,0,-0.775653011,7.364400306,0,2.454089859,4.131033483,8.239700375,0,6.098444148,6.456609061,0,10,9.052131553,0.769485355,7481.663611,12.17735221,0,6.953361599,567.8788007,6.600225649,0,0,13.63057057,37.25995618,0,0,6.098444148,0,3.000968054,0,0,4.185763726,9.011682549,2.077151335,65.158098,0.32509863,3.460753387,8.737592618,0,23.99916511,0,0,0,7.725321888,0,7.544861097,8.464481969,0,21.73994434,0,552.0835289,10.36655339,13.09228991,0,3.888888889,19.39686722,0,-0.738282265,8.19137132,0,1.015341505,5.863994744,0,0,23.66086577,0,12.32179998,9.709863846,9.011682549,7.544861097,11.06442577,6.545293073,60.30386913,0,35.82677165,0,0,15.23846327,112.5259056,5.39795644,0,7.606099577,0,0,0,0,4.759441283,8.239700375,15.23846327,0,0,14.32097583,107.0238095,0
1991,5.555555556,0,83.78378378,0,0,9,0,0,0,0,0,3.17667537,3.337428845,0,8.996938735,3.215310693,0,2.162600527,6.357364123,338.4491115,0.764419736,7.114681202,0,0,0,0,21.44706982,432.7866635,6.257526633,1.6,12.28070175,11.76501608,-2.762362807,5.625864086,118.5275789,5.859585935,0,21.78441738,3.556685652,1.683348499,0.060051331,2154.436827,-1.67834969,30.38782106,0,9.550907413,28.70932083,5.907294083,0,0,0,5.035274388,0,4.047031827,0,5.557061534,2.395153317,47.07915741,25.88638693,6.965681278,15.33478204,6.49734556,0,0,48.80382775,19.74854482,4.047031827,0,5.934211113,0,35.72259823,5.934211113,9,4.310212898,6.49734556,3.213407324,0,0,-11.68611269,7.50745793,0,18.03143901,0,0,8.64234326,57.59528475,-3.425287356,19.45584256,2.644603679,0,33.16642192,0,0,5.035274388,11.15879828,33.97226025,8.819640997,122.2222222,15.41990737,34.81754291,19.50500167,13.0069731,9.550907413,6.261371406,9.419058277,12.28070175,0,13.87024609,0,3.210817028,17.12856794,180.952381,6.808778879,19.00594634,6.249999298,51.07109773,8.155495979,3.251438488,0,20.08449558,0,0,0,0,9.333360725,9.058188362,27.33839167,13.44155844,0,0,11.8960953,0,22.66235946,13.02843691,8.998469367,0,12.18563072,13.0069731,12.81114424,17.67810026,7.001013775,0,3.118356599,0,9.568877659,0,7.986166008,0,0,8.592647605,0,9.029094181,22.66235946,0,13.65590226,0,1.80042722,2.542192848,32.27203829,14.51233162,0,0,0,0,5.628666667,7.001013775,12.61531538,4.358333333,4.930414025,0,0,-7.796641791,13.0069731,0,3.158197519,3.438195991,15.55745293,0,2.60239286,5.859585935,0,6.808778879,11.79127034,1.256260777,409.5301666,19.26145853,0,6.965681278,76.76949921,8.592647605,0,0,11.84948418,24.22535211,0,0,5.625864086,0,4.417293233,230.6224949,0,19.63716581,12.23316624,4.861111111,123.5781269,-1.753556902,3.425701731,15.05013078,0,14.40267488,0,0,0,8.965622652,0,8.934306569,6.483240681,0,25.96746251,0,114.8329356,9.444627329,8.934306569,0,1.986754967,9,0,3.19387473,6.965681278,0,0.387081798,5.709852599,0,0,25.09640731,0,14.51233162,10.5954494,12.23316624,8.934306569,3.783102144,8.193715095,65.97856799,0,28.69565217,0,0,17.12856794,101.9716832,4.234963965,0,5.49200387,0,0,0,0,6.469135802,9,-1.819197988,0,36,15.33478204,97.64232317,0
