Year,Aruba,Afghanistan,Angola,Albania,Andorra,Arab World,United Arab Emirates,Argentina,Armenia,American Samoa,Antigua and Barbuda,Australia,Austria,Azerbaijan,Burundi,Belgium,Benin,Burkina Faso,Bangladesh,Bulgaria,Bahrain,"Bahamas, The",Bosnia and Herzegovina,Belarus,Belize,Bermuda,Bolivia,Brazil,Barbados,Brunei Darussalam,Bhutan,Botswana,Central African Republic,Canada,Central Europe and the Baltics,Switzerland,Channel Islands,Chile,China,Cote d'Ivoire,Cameroon,"Congo, Dem. Rep.","Congo, Rep.",Colombia,Comoros,Cabo Verde,Costa Rica,Caribbean small states,Cuba,Curacao,Cayman Islands,Cyprus,Czech Republic,Germany,Djibouti,Dominica,Denmark,Dominican Republic,Algeria,East Asia & Pacific (excluding high income),Early-demographic dividend,East Asia & Pacific,Europe & Central Asia (excluding high income),Europe & Central Asia,Ecuador,"Egypt, Arab Rep.",Euro area,Eritrea,Spain,Estonia,Ethiopia,European Union,Fragile and conflict affected situations,Finland,Fiji,France,Faroe Islands,"Micronesia, Fed. Sts.",Gabon,United Kingdom,Georgia,Ghana,Gibraltar,Guinea,"Gambia, The",Guinea-Bissau,Equatorial Guinea,Greece,Grenada,Greenland,Guatemala,Guam,Guyana,High income,"Hong Kong SAR, China",Honduras,Heavily indebted poor countries (HIPC),Croatia,Haiti,Hungary,IBRD only,IDA & IBRD total,IDA total,IDA blend,Indonesia,IDA only,Isle of Man,India,Not classified,Ireland,"Iran, Islamic Rep.",Iraq,Iceland,Israel,Italy,Jamaica,Jordan,Japan,Kazakhstan,Kenya,Kyrgyz Republic,Cambodia,Kiribati,St. Kitts and Nevis,"Korea, Rep.",Kuwait,Latin America & Caribbean (excluding high income),Lao PDR,Lebanon,Liberia,Libya,St. Lucia,Latin America & Caribbean,Least developed countries: UN classification,Low income,Liechtenstein,Sri Lanka,Lower middle income,Low & middle income,Lesotho,Late-demographic dividend,Lithuania,Luxembourg,Latvia,"Macao SAR, China",St. Martin (French part),Morocco,Monaco,Moldova,Madagascar,Maldives,Middle East & North Africa,Mexico,Marshall Islands,Middle income,"Macedonia, FYR",Mali,Malta,Myanmar,Middle East & North Africa (excluding high income),Montenegro,Mongolia,Northern Mariana Islands,Mozambique,Mauritania,Mauritius,Malawi,Malaysia,North America,Namibia,New Caledonia,Niger,Nigeria,Nicaragua,Netherlands,Norway,Nepal,Nauru,New Zealand,OECD members,Oman,Other small states,Pakistan,Panama,Peru,Philippines,Palau,Papua New Guinea,Poland,Pre-demographic dividend,Puerto Rico,"Korea, Dem. People’s Rep.",Portugal,Paraguay,West Bank and Gaza,Pacific island small states,Post-demographic dividend,French Polynesia,Qatar,Romania,Russian Federation,Rwanda,South Asia,Saudi Arabia,Sudan,Senegal,Singapore,Solomon Islands,Sierra Leone,El Salvador,San Marino,Somalia,Serbia,Sub-Saharan Africa (excluding high income),South Sudan,Sub-Saharan Africa,Small states,Sao Tome and Principe,Suriname,Slovak Republic,Slovenia,Sweden,Eswatini,Sint Maarten (Dutch part),Seychelles,Syrian Arab Republic,Turks and Caicos Islands,Chad,East Asia & Pacific (IDA & IBRD countries),Europe & Central Asia (IDA & IBRD countries),Togo,Thailand,Tajikistan,Turkmenistan,Latin America & the Caribbean (IDA & IBRD countries),Timor-Leste,Middle East & North Africa (IDA & IBRD countries),Tonga,South Asia (IDA & IBRD),Sub-Saharan Africa (IDA & IBRD countries),Trinidad and Tobago,Tunisia,Turkey,Tuvalu,Tanzania,Uganda,Ukraine,Upper middle income,Uruguay,United States,Uzbekistan,St. Vincent and the Grenadines,Venezuela,British Virgin Islands,Virgin Islands (U.S.),Vietnam,Vanuatu,World,Samoa,Kosovo,"Yemen, Rep.",South Africa,Zambia,Zimbabwe
1970,0,0,0,0,0,0,0,0,0,0,0,3.439153439,4.372834991,0,-0.199650611,3.908472385,0,1.772603315,0,0,1.628981278,6.152093421,0,0,0,0,3.955509211,0,7.284216374,0,0,0,0,3.346039814,0,3.615988321,0,0,0,8.205190543,5.858085809,8.025284045,0,6.908622758,0,0,4.652297493,0,0,0,0,2.40018825,0,3.450227844,0,12.39349896,6.514841417,3.816666666,6.599999999,0,3.812664908,0,0,0,5.129987488,3.762898596,4.140653688,0,5.73115584,0,10.12195122,4.639353444,0,2.740420431,4.124178563,5.299641246,0,0,3.812664908,6.366568759,0,3.030303031,0,0,-1.98509388,0,0,2.841681991,0,0,2.344339349,0,0,0,0,2.880886427,0,0,1.368493407,0,0,0,0,0,12.39946465,0,0,5.095238095,0,8.207190161,1.66687094,4.355595265,0,6.110742036,4.968319873,14.7280042,5.899999999,6.924173835,0,2.188527039,0,0,0,0,15.95034161,0,3.955509211,0,0,0,-5.296371422,0,0,0,0,0,5.866956078,0,0,0,0,0,4.639353444,0,0,0,1.279181324,0,0,2.878645343,0,3.739278722,5.003419121,0,0,0,0,3.715658848,-4.008438818,4.05924693,0,0,0,0,0,1.541865943,0,1.843935966,4.592147576,0,0,1.117838845,13.75707992,0,3.668918202,10.63720653,15.23727845,0,6.517181052,5.515398543,0,0,5.34984091,3.083294984,5.025235901,14.38146168,0,0,0,0,0,0,6.38014449,-0.859556021,0,0,4.968319873,0,0,0,0,0.514885808,5.608398494,0.177777778,4.02779565,2.810248199,0.463352991,0,0,2.817853922,0,0,0,0,0,0,0,0,2.588042588,0,0,7.016358851,1.849539566,0,0,4.637681159,0,0,0,0,4.480620155,-0.088041086,0,0,3.886087939,0,4.05924693,0,5.608398494,0,2.523900574,0,7.923952083,0,3.492884864,0,0,0,16.30614494,5.838255338,0,0,0,0,0,0,0,0,2.742409403,0,0,4.991859976,0,0
1971,0,0,0,0,0,0,0,0,0,0,0,6.138107417,4.704264649,0,3.85096274,4.343628546,0,2.06121818,0,0,5.789473685,4.614971827,0,0,0,0,3.674614306,0,7.469255664,0,0,0,0,2.704918033,0,6.573226046,0,20.0522241,0,-0.443745436,4.014029618,5.777349826,0,11.94029851,0,0,3.083048414,0,0,0,0,4.144006128,0,5.240979842,0,3.637406039,5.869869591,3.580028897,2.626641651,0,4.195298373,0,0,0,8.38402539,3.140421714,5.016322113,0,8.23688063,0,0.536224282,5.319249249,0,6.475765431,9.138193689,5.397518656,0,0,3.863260897,9.444840361,0,9.558823537,0,0,3.05622578,0,0,3.28947824,0,0,-0.453591881,0,0,0,0,2.223247942,0,0,9.579583282,0,3.674614306,0,0,0,4.233748945,0,0,3.081105573,0,8.961748634,4.195298373,3.595890411,0,11.97257092,4.791664383,5.336179296,4.815864024,6.395348837,0,3.780206125,0,0,0,0,13.51170385,0,3.674614306,0,0,0,-3.103849408,0,4.614971827,0,0,0,2.665380209,0,0,0,0,0,4.67221498,0,0,0,4.155352068,0,0,5.385881492,0,4.175325221,5.469021897,0,0,0,0,2.323812158,2.087912088,3.87562124,0,0,0,0,0,0.316344464,0,1.613035964,3.49884236,0,0,4.191616766,15.99911485,0,7.477692552,6.223863235,-1.999503845,0,10.38756832,6.309606036,0,0,4.730691482,1.919642857,6.790639365,21.40334354,0,0,1.099999999,0,0,0,11.94689837,4.953256936,0,0,6.138107417,0,0,0,0,0.488580074,2.873242891,4.475,1.303669009,3.878202632,1.761006289,0,0,0.445808668,0,0,0,0,0,0,0,0,0.215551653,0,0,7.395541138,2.321661176,0,14.59929287,5.609418283,0,0,0,0,6.492061136,0.484652665,0,0,3.674614306,0,3.87562124,0,2.873242891,0,3.531020763,0,19.01140868,0,4.775,0,0,0,23.95308891,4.292766688,0,0,0,0,0,0,0,0,4.766444233,0,0,5.957448096,0,0
1972,0,0,0,0,0,0,0,0,0,0,0,6.024096386,6.355134987,0,3.828557669,5.448431284,0,-2.923356559,0,0,5.088195386,6.830811319,0,0,0,0,6.511544012,0,11.87665623,0,0,0,0,4.988028731,0,6.660001326,0,77.79573377,0,0.310313699,8.092918696,15.80421539,0,12.44444444,0,0,4.601125693,0,0,0,0,4.832303619,0,5.484942488,0,3.687995575,6.562360903,8.640731556,3.65630713,0,6.075,0,0,0,7.881893607,2.102363346,5.906253517,0,8.272287728,0,-6.081511972,6.035196398,0,6.662497835,21.97850406,6.063003097,0,0,3.487091643,7.071079231,0,10.06711409,0,0,8.698119901,0,0,4.331215999,0,0,0.529703252,0,0,0,0,3.612281758,0,0,3.189693969,0,6.34948605,0,0,0,6.521749213,0,0,6.461538462,0,8.605817453,6.398241351,5.185950413,0,12.88146772,5.749503937,5.427702996,7.657657658,4.843517139,0,5.831644743,0,0,0,0,11.68898571,0,4.943692364,0,0,0,-0.251023192,0,6.511544012,0,0,0,6.34948605,0,0,0,0,0,5.225680506,0,0,0,3.759170557,0,0,5.622559653,0,4.045175133,4.943692364,0,0,0,0,3.372761068,7.64262648,3.707738844,0,0,0,0,0,5.395935529,0,3.231554224,4.130153489,0,0,9.751168372,3.457649752,0,7.802791435,7.25843583,8.389023896,0,6.932804592,6.458747945,0,0,5.183237645,5.409548839,7.219722168,8.204034135,0,6.075,-0.098911967,0,0,0,10.66335598,9.180374973,0,0,6.063003097,0,0,0,0,3.092193809,6.405512256,4.331179708,13.55475071,6.154884174,2.080758138,6.87754613,0,1.535215367,0,0,0,0,0,0,0,0,3.234286625,0,0,6.007389699,2.366332185,0,20.94099499,2.098360656,0,0,0,0,7.726607678,4.837766735,0,0,5.427702996,0,3.707738844,0,6.405512256,0,9.301068813,0,15.41645572,0,7.63540921,0,0,0,76.48492378,3.272278247,0,0,0,0,0,0,0,0,7.506824386,0,0,6.425693925,0,0
1973,0,0,0,0,0,8.266666666,0,0,0,0,0,9.090909091,7.53108065,0,6.006493507,6.955280087,0,7.603890363,0,0,14.33182698,5.481754162,0,0,0,0,31.48602879,0,16.85508183,0,0,0,0,7.487647282,0,8.754676224,0,352.811007,0,11.10298667,10.3847487,15.64276212,0,22.52964427,0,0,15.21403422,0,0,0,0,7.808882341,0,7.032018253,0,12.09911672,9.30338298,15.07953492,6.172839506,0,12.08193338,0,0,0,13.01176205,5.112184039,7.915543045,0,11.41670926,0,8.913580247,7.808882341,0,10.75447188,11.08531821,7.380601064,0,0,6.207141168,9.196056198,0,17.68292682,0,0,6.918608446,0,0,15.38463516,0,0,13.79603399,0,0,0,0,5.193201627,0,0,22.73891948,3.387978142,12.79689453,0,0,0,31.04188127,0,0,16.92815855,0,11.41485039,9.819486733,4.89098409,0,20.03236716,10.79861745,17.68259198,11.12970711,11.60862355,0,9.281194223,0,0,0,0,3.221029139,8.266666666,13.01176205,0,0,0,7.970895563,0,13.79603399,0,0,0,9.626643102,0,0,0,0,0,6.068098359,0,0,0,4.084614036,0,0,6.120101865,0,8.266666666,12.08193338,0,0,0,0,7.689289918,25.2,7.071867535,0,0,0,0,0,13.45079787,0,10.56017574,6.832703673,0,0,11.78501554,5.402664454,0,8.02220375,7.419472836,11.42977253,0,8.166669273,8.754676224,0,0,23.07008403,6.856430501,9.489051095,16.58003226,0,8.343153429,2.475247525,0,0,0,12.97460852,12.79689453,0,0,8.094436511,0,0,0,0,9.373674076,14.17896554,16.51376147,15.28908795,11.28531073,19.63673058,3.228699551,0,6.391974203,0,0,0,0,0,0,0,0,12.94081333,0,0,6.717997398,11.54352597,0,18.23979592,20.35966602,0,0,0,0,3.615314966,15.5095497,0,0,13.79603399,0,7.071867535,0,14.17896554,0,14.81074548,0,13.93816524,0,10.3968078,0,0,0,96.99726532,6.177760064,0,0,0,0,0,0,0,0,11.764243,0,0,9.433972641,0,0
1974,0,0,0,0,0,15.52828175,0,0,0,0,0,15.41666667,9.521793791,0,15.7223073,12.67788775,0,8.719609454,0,0,24.39299831,13.07184584,0,0,0,0,62.8360756,0,38.92292809,0,0,0,0,10.99717115,0,9.767413601,0,504.7385225,0,17.35938845,17.23293349,29.46928105,0,23.87096774,0,0,30.07362928,0,0,0,0,16.17666667,0,6.986426985,0,34.37607425,15.27520622,13.14076737,4.699612403,0,19.0704733,0,0,0,23.32135427,10.02431775,14.66484789,0,15.68037832,0,8.592155974,13.64931747,0,16.9364,14.49846951,13.64931747,0,0,12.07280419,16.04399385,0,18.13471503,0,0,9.23631036,0,0,26.56083438,0,0,16.49489669,0,0,0,0,12.84954775,0,0,14.95069734,1.797040168,19.28777545,0,0,0,40.49179044,0,0,28.60169492,0,16.97612732,14.24893554,7.7,0,39.6799771,19.15976959,27.15818946,19.42771084,23.22224581,0,17.80994803,0,0,0,0,24.30419537,12.99261084,23.32135427,0,0,0,7.458451561,0,23.32135427,0,0,0,12.3028868,0,0,13.42283452,0,0,9.540655417,0,0,0,17.55682275,0,0,22.10094442,0,14.24893554,23.78402216,0,0,0,0,7.255616272,25.21166134,12.13662664,0,0,0,0,0,29.11563031,0,17.32898098,11.02598798,0,0,3.397508494,12.67439318,0,9.591424843,9.411768132,19.80633803,0,11.10940201,15.27520622,0,0,26.66303485,16.26806663,16.89166667,34.16359164,0,23.16728301,7.053140096,0,0,0,25.08277786,25.23331778,0,0,13.16360261,0,0,0,0,31.08829937,23.23468644,21.43700787,26.1581023,16.60109151,22.36842105,18.85317116,0,16.89903684,0,0,0,0,0,0,0,0,16.87619568,0,0,9.911725301,19.28777545,0,24.42466739,15.52828175,0,0,0,0,12.83193169,24.31355983,0,0,23.32135427,0,12.13662664,0,23.23468644,0,22.02497727,0,23.89816158,0,19.59839357,0,0,0,77.21341378,11.0548048,0,0,0,0,0,0,0,0,24.98767866,0,0,11.72412209,0,0
1975,0,0,0,0,0,9.669695482,0,0,0,0,0,15.16245487,8.445252783,0,15.7098746,12.76819859,0,18.75694661,0,0,16.15978212,10.359635,0,0,0,0,7.976746025,0,20.29446876,0,0,11.97475502,0,10.6721886,0,6.696595407,0,374.7352695,0,11.44422397,13.55332941,28.6579702,0,23.4375,0,0,17.36920202,16.97906047,0,0,0,4.63948584,0,5.910339334,0,19.90278844,9.605612075,14.50172574,8.230316653,0,12.87918183,0,0,0,15.36298569,9.669695482,12.22706292,0,16.95328243,0,6.550104384,10.71767113,0,17.81139723,13.06488098,11.68592725,0,0,28.45294264,24.20728958,0,29.8245614,0,0,25.925,0,0,13.62876803,0,0,13.15924438,0,0,0,0,8.376162506,0,0,16.77357032,3.842159918,12.97203141,0,0,0,19.16569713,0,0,5.738605162,0,20.87585034,12.87918183,9.517177344,0,39.30673422,16.95050257,17.37614679,11.97982346,11.73126615,0,19.12018401,0,0,0,0,25.2492579,8.392370572,15.15376016,0,0,0,9.119200301,0,16.068278,0,0,0,6.625992553,0,0,14.21193968,0,0,10.71767113,0,0,0,7.918289267,0,0,8.191212832,0,9.669695482,14.94453464,0,0,0,0,8.791666666,31.65566293,9.593436413,0,0,0,0,0,14.73832327,0,4.487722269,9.90766773,0,0,9.115802051,33.96418832,0,10.21748053,11.68922348,7.585985214,0,14.68498347,12.76819859,0,0,20.90450946,5.881041307,23.6187353,6.761402705,0,10.49099258,2.25631769,0,0,0,15.27168575,6.693060084,0,0,11.68757537,0,0,0,0,30.22604657,7.105988883,34.57610634,23.96304764,31.65342332,2.536531569,10.06944444,0,19.08849965,0,0,0,0,0,18.31178575,0,0,8.447328423,0,0,9.779873988,12.04574193,0,18.61137201,11.46496815,0,0,0,0,18.0121995,5.330097087,0,0,16.068278,0,9.593436413,0,7.105988883,18.31178575,16.97906047,0,21.22735524,0,26.05775688,0,0,0,81.40538401,9.143146865,0,6.797706797,0,0,0,0,0,0,8.787742226,0,0,13.42594374,0,0
1976,0,0,0,0,0,10.31741589,0,0,0,0,0,13.32288401,7.318688995,0,6.856551574,9.068609811,0,-8.400718778,0,0,22.49576658,4.255836576,0,0,0,0,4.494011647,0,4.986768111,0,0,11.73242361,0,7.54173863,0,1.715477366,0,211.9242802,0,12.07664022,9.930650564,80.38595908,0,19.83122363,0,0,3.485833333,10.06953803,0,0,0,3.854389722,0,4.246631855,0,10.90249627,9.010290836,7.765550239,9.430735402,0,10.19347696,0,0,0,10.67139375,10.31741589,9.711421109,0,17.62487561,0,28.53783982,9.625495782,0,14.34269309,11.43243643,9.625495782,0,0,20.17156446,16.55953049,0,56.08108108,0,0,17.02733108,0,0,13.02429447,0,0,10.725,0,0,0,0,4.883418958,0,0,7.038152278,5.228398333,10.49440482,0,0,0,19.8286537,0,0,-7.63438068,0,17.98569586,11.25614251,12.82323018,0,31.31086527,16.61416647,9.793653275,11.5,9.374036386,0,11.44903049,0,0,0,0,15.32732854,5.235042735,9.931595653,0,0,0,5.47921528,0,9.931595653,0,0,0,1.329518681,0,0,11.412552,0,0,9.797346437,0,0,0,8.502152443,0,0,4.986815119,0,11.25614251,15.82472249,0,0,0,0,0.55151283,22.3844017,10.7867792,0,0,0,0,0,12.95572917,0,2.633711507,6.643275633,0,0,23.52968016,24.3,0,8.830643559,9.161472765,-3.113235733,0,16.90685701,10.24922465,0,0,7.158323731,3.949999999,33.48327566,9.199227136,0,7.656649616,4.413062666,0,0,0,21.1419048,4.474614747,0,0,9.267754576,0,0,0,0,7.165861514,-0.891858526,31.55866056,1.674884264,1.083092187,-1.841892982,4.255319149,0,7.034689632,0,0,0,0,0,11.54488065,0,0,10.06953803,0,0,10.24922465,6.530912659,0,14.86873363,11.42857143,0,0,0,0,11.64073081,4.149305555,0,0,10.37046589,0,10.7867792,7.109575835,-0.891858526,11.54488065,10.69246436,0,17.45568939,0,6.859350027,0,0,0,50.62304956,5.744812635,0,11.28898262,0,0,0,0,0,0,4.903686827,0,0,11.0204016,0,0
1977,0,0,0,0,0,11.98928332,0,0,0,0,0,12.30982019,5.494609539,0,6.834514041,7.096000591,0,29.9861043,0,0,17.73112089,3.189876371,0,0,0,0,8.107255521,0,8.352369699,0,0,13.16872428,0,7.976445396,0,1.295997511,0,91.95413673,0,27.42186151,14.69830916,68.9477082,0,33.8028169,0,0,4.17448443,9.959022987,0,0,0,7.326460481,0,3.734168505,0,9.503655252,10.92223781,12.85352751,11.98928332,0,12.1569315,0,0,0,13.01405518,12.73216279,9.767464736,0,24.5380634,0,16.65713959,10.0403748,0,11.79334692,7.00630445,9.494554672,0,0,13.85256909,15.84026373,0,116.4502165,0,0,12.38973083,0,0,12.36977333,18.45688351,0,12.32457969,0,0,0,0,8.434707719,0,0,6.491900581,3.908895696,11.78257054,0,0,12.44261118,11.05208979,0,0,8.321619342,0,13.47222526,27.28778468,9.16776254,30.31674127,34.61671687,17.13004879,11.19100164,14.56651719,8.161826896,0,14.82096448,0,0,0,0,10.09666316,9.889519259,11.19100164,0,0,0,6.280213028,0,11.19100164,0,0,0,1.224879588,0,0,16.68831169,0,0,6.705494115,0,0,0,12.59700099,0,0,3.108952891,0,11.98928332,29.06412471,0,0,0,0,10.0403748,-1.156687243,12.29314216,0,0,0,0,0,9.172498971,0,4.788224014,7.239064695,0,0,23.25108961,15.08783406,0,6.39930319,9.103839712,9.898852843,0,14.38354942,11.18202146,0,0,10.13296769,4.585537919,38.05409142,9.898751597,0,4.528582035,4.902789518,0,0,0,31.0167491,9.359852917,0,0,9.299197192,0,0,0,0,13.65514651,9.110236093,11.39901117,17.07633079,11.34058564,3.163950144,8.616780045,0,11.82027754,0,0,0,0,0,14.8900665,0,0,9.731132769,0,0,11.44180511,20.80512183,0,14.95916852,11.96581197,0,0,0,0,22.45701341,7.601266878,0,0,11.74486354,0,12.29314216,17.53793845,9.110236093,14.8900665,11.74486354,0,25.98533787,0,11.6041381,0,0,12.1569315,58.19617502,6.501683995,0,10.1869132,0,0,0,0,5.73650948,0,14.61079027,0,0,11.15196487,0,0
1978,0,0,0,0,0,9.71603275,0,0,0,0,0,8.004926108,3.574325327,0,23.89562065,4.470593316,0,8.269140072,0,0,15.78553759,6.109070359,0,0,0,0,10.35567228,0,9.482382591,0,0,9.04398827,0,8.973723352,0,1.02879153,0,40.08724167,0,13.24298685,12.46305234,48.76903761,0,17.76315789,0,0,6.014671439,9.152956001,0,0,0,7.436283299,0,2.718691505,0,7.712579058,10.21365457,3.477850342,17.52392345,0,9.314183696,0,0,0,11.65007264,11.07810038,7.573712239,0,19.77368321,0,14.30811446,7.799350746,0,7.799350746,6.108071005,9.250558467,0,0,10.7641691,8.263139578,0,73.09166667,0,0,8.855345912,0,0,12.57243712,18.13537676,0,8.28797625,0,0,0,0,5.748324646,0,0,-2.673594984,4.687142749,10.30612922,0,0,10.44629022,8.112582595,0,0,2.517518817,0,7.71114118,11.7219692,4.611942867,43.74999829,50.55093823,12.09401384,34.89980152,6.9215213,4.209566011,0,16.93178246,0,0,0,0,14.46028762,8.689745123,10.35567228,0,0,0,29.37979416,0,10.25658617,0,0,0,12.14159728,0,0,13.48357901,0,0,3.094660774,0,0,0,9.71603275,0,0,6.528446923,0,9.71603275,17.45729257,0,0,0,0,4.70751125,-6.044706126,10.39706657,0,0,0,0,0,8.545139151,0,4.860064586,8.302343595,0,0,10.09320028,21.70924574,0,4.112013169,8.161671543,7.346091251,0,11.95661797,8.618431465,0,0,6.138692667,4.200521233,57.84878263,7.334525939,0,5.799999999,8.101265823,0,0,0,21.03877236,10.66024759,0,0,8.083298826,0,0,0,0,13.2705338,6.742391959,-1.58360185,19.2304044,3.419651056,4.872543813,6.263048017,0,13.27512329,0,0,0,0,0,11.4594296,0,0,8.823529412,0,0,9.995265417,8.517614763,0,11.78325123,4.809160305,0,0,0,0,0.442773094,7.924089853,0,0,10.35567228,0,10.39706657,9.584379121,6.742391959,11.4594296,10.25658617,0,61.89704444,0,6.575,0,0,9.314183696,44.54834367,7.630963839,0,8.429528103,0,0,0,0,6.413793103,0,2.058658857,0,0,11.13560797,0,0
1979,0,0,0,0,0,0,0,0,0,0,0,9.122006842,3.707403333,0,36.540757,4.469083949,0,14.99346595,0,0,2.205991951,9.091393268,0,0,0,0,19.71971678,0,13.16983554,0,0,11.73623064,0,9.144676979,0,3.647641913,0,33.38920724,0,16.34235657,6.580610819,101.0512604,0,24.13407821,0,0,9.183509785,14.84230817,0,0,0,9.463708295,0,4.043621619,0,0,9.611050379,9.173805134,11.34860051,0,11.54241557,0,0,0,10.26625623,9.904360512,8.465334904,0,15.66022668,0,16.03223594,8.976412347,0,7.466961513,7.80675825,10.64673417,0,0,7.952698538,13.42128063,0,54.44128833,0,0,6.128957707,0,0,19.09417785,20.88288288,0,11.34338588,0,0,0,0,12.13535589,0,0,13.0939243,8.976412347,12.48016922,0,0,0,16.23276576,0,0,6.253164557,0,13.29545399,10.48723673,0,44.4444558,78.31002453,14.79857357,29.07925961,14.24649176,3.701850925,0,7.979352618,0,0,0,0,18.3235003,7.049999999,15.22539324,0,0,0,-6.03902875,0,14.78223927,0,0,0,10.73192143,0,0,16.0035524,0,0,4.54652779,0,0,0,8.331365418,0,0,14.05559226,0,7.739236428,18.1912463,0,0,0,0,7.147107438,5.672295029,9.904360512,0,0,0,0,0,14.46637021,0,3.654467998,10.19957405,0,0,7.267877072,11.70973062,0,4.199292962,4.509727612,3.565453785,0,13.69959502,10.12889228,0,0,8.267046976,7.988818596,66.69442297,17.53333333,0,5.765595463,7.025761124,0,0,0,21.89922481,28.1610386,0,0,9.049209594,0,0,0,0,15.67332944,7.260105767,1.081566903,31.13845501,9.653359853,4.076465375,8.055009823,0,14.05602474,0,0,0,0,0,13.67462158,0,0,14.84230817,0,0,7.20978617,16.45351697,0,12.48016922,4.552075747,0,0,0,0,7.539251208,9.897365966,0,0,15.22539324,0,9.904360512,5.460015528,7.260105767,13.67462158,14.72217037,0,63.54310825,0,12.94862773,0,0,0,66.84428619,11.25447113,0,15.60847832,0,0,0,0,4.169367034,0,11.119551,0,0,13.2936509,0,0
1980,0,0,0,0,0,9.626056646,0,0,0,0,0,10.13584117,6.328320876,0,2.4985195,6.648688297,0,12.2026365,0,0,3.869525059,12.09783723,0,0,0,0,47.2416501,0,14.43051972,0,0,13.63242515,0,10.12922051,0,4.022498695,0,35.13834781,0,14.7009813,9.551754276,46.62590683,0,26.55265527,0,0,18.12638988,17.207475,0,0,0,13.51756058,0,5.441054606,12.05802357,0,12.30532408,16.75313569,9.517824498,0,14.68450278,0,0,0,13.04898406,20.81922493,13.54006971,0,15.5618949,0,4.482537806,13.51756058,0,11.59461925,14.49287441,13.56257885,0,0,12.34035926,17.96593329,0,50.07013934,0,0,6.824615652,0,0,24.67589123,21.82143389,0,10.82384323,0,0,13.51756058,0,18.06154304,0,0,17.77830525,9.285857439,17.47030428,0,0,0,18.03543016,0,0,11.3652609,0,18.1544433,20.64391444,0,58.52842609,131.0249983,21.06416828,27.30815899,11.11111111,7.778581766,0,13.85818146,0,0,0,0,28.69758728,6.928226686,18.09396646,0,0,0,9.734288795,0,17.91992414,0,0,0,26.1454101,0,0,16.27484162,0,0,6.299900062,0,0,0,9.408379474,0,0,18.21786589,0,10.42269995,26.35165136,0,0,0,0,15.7472541,0.608153084,11.58456734,0,0,0,0,0,41.99951439,0,6.674919535,11.83921124,0,0,10.30527571,9.97226199,0,6.513456863,10.87866109,14.68450278,0,17.15054542,13.55589041,0,13.57154051,11.93823091,13.80790191,59.14507124,18.20051049,0,12.06434316,9.682713348,0,0,0,15.86748038,22.44733014,0,0,11.94997166,0,6.799999999,0,0,7.249392993,13.31136684,4.169266554,25.35236901,8.729027661,8.526943194,13.09090909,0,17.36696826,0,0,0,0,0,13.60198283,14.43051972,0,14.10970645,0,0,13.70632236,18.6839754,0,13.57154051,19.2964124,0,0,0,0,12.30685721,19.70350052,0,0,18.09396646,0,11.58456734,22.39338892,13.31136684,13.60198283,17.47030428,0,94.26085988,0,30.1973001,0,0,0,63.47583043,13.54920197,0,17.207475,0,0,0,0,11.24014932,0,33.0472429,0,0,13.6602472,0,0
1981,0,0,0,0,0,10.75850342,0,0,0,0,0,9.487666034,6.803038618,0,12.16739435,7.627486568,0,7.555705604,0,0,11.34459681,11.1144985,0,0,0,0,32.13360111,101.725073,14.56756321,9.137055838,9.933142311,16.42802677,-0.033333333,12.47161241,0,6.490307742,0,19.68682964,0,8.799210833,10.7275,35.40826487,0,27.45376956,0,0,37.05720068,13.0032028,0,0,0,10.74469361,0,6.344245379,5.717367854,13.26668749,11.76738743,7.514638907,14.65484264,0,12.69397942,0,0,0,16.38747454,10.31728422,11.50975584,0,14.54935868,0,6.135967187,11.82200303,0,11.30575665,11.18066676,13.31440557,0,0,8.706502149,11.87661863,0,116.503604,0,0,5.944227006,0,0,24.50606684,18.78747094,0,11.43306795,0,0,11.50975584,0,9.405691261,11.33651544,0,10.85833333,4.661413944,14.39673884,13.028648,0,12.30778512,12.26590851,0,0,13.11510484,0,20.37352289,24.20358976,0,51.7932416,116.8000115,17.96929875,12.73971811,7.7,4.912162918,0,11.60305344,0,0,0,0,21.35165317,7.374781596,14.03191956,0,0,0,11.19972261,0,14.44972491,0,0,0,17.9689955,12.45289488,12.85720779,12.41326137,0,0,8.072943759,0,0,0,12.49252839,0,0,30.53817743,0,11.27215971,27.93376405,0,13.09885168,0,0,11.50975584,0.318444733,11.8461255,0,0,0,0,0,14.46159107,11.81469755,9.7,11.40316388,0,0,22.91340756,20.81282291,0,6.738929551,13.64296081,11.14485673,0,15.37015958,13.31440557,0,10.74469361,11.87991359,7.302328365,75.43326876,13.08259852,0,8.054226476,19.12718204,0,0,0,19.04041075,12.97469747,0,0,11.76738743,0,8.520599251,0,0,6.450664472,11.87991359,2.798982188,24.57572433,5.91319372,8.182021968,16.39871383,0,14.79715163,0,0,0,12.41326137,0,12.29032786,12.57445901,0,8.793969849,0,42.62295273,12.10393853,20.05579665,0,10.5767904,18.39416058,0,0,0,0,19.71650236,12.66299307,0,0,14.56451912,0,11.8461255,14.89924812,11.87991359,12.29032786,14.3318866,0,37.61478258,0,25.65002393,0,0,14.55821686,34.04533586,10.33471534,0,12.73565665,0,0,0,0,26.84563758,12.47161241,20.50662445,0,0,15.25423772,0,0
