,Country Name,Unrest Cases,Political model,Country Code,gdp-2007,gdp-2008,gdp-2009,gdp-2010,gdp -2011,gdp-2012,gdp -2013,gdp-2014,gdp-2015,gdp-2016,gdp-2017,ICP-2007,ICP-2008,ICP-2009,ICP-2010,ICP-2011,ICP-2012,ICP-2013,ICP-2014,ICP-2015,ICP-2016,ICP-2017,UG2007,UG2008,UG2009,UG2010,UG2011,UG2012,UG2013,UG2014,UG2015,UG2016,UG2017,UG2018,UY2007,UY2008,UY2009,UY2010,UY2011,UY2012,UY2013,UY2014,UY2015,UY2016,UY2017,UY2018
217,Saudi Arabia,,Dictatorship,SAU,4.16E+11,5.2E+11,4.29E+11,5.28E+11,6.71E+11,7.36E+11,7.47E+11,7.56E+11,6.54E+11,6.45E+11,6.87E+11,4.167823584,9.870248168,5.057222761,5.33941733,5.826216374,2.866270299,3.511042098,2.241853488,1.222693186,2.053470768,-0.834845735,5.730000019,5.079999924,5.380000114,5.550000191,5.769999981,5.519999981,5.570000172,5.71999979,5.590000153,5.650000095,5.522999763,5.422999859,29.59900093,28.8220005,29.45700073,29.00300026,28.77099991,27.83699989,28.96500015,30.12299919,28.97599983,24.87199974,25.02099991,25.12400055
218,Singapore,,"Capitalism,Democracy",SGP,1.8E+11,1.92E+11,1.92E+11,2.36E+11,2.76E+11,2.91E+11,3.04E+11,3.12E+11,3.04E+11,3.1E+11,3.24E+11,2.104925808,6.627997246,0.596873455,2.823277186,5.247910208,4.575959852,2.358601146,1.024982528,-0.522752485,-0.532286132,0.576324696,3.900000095,3.960000038,4.380000114,3.170000076,2.960000038,2.880000114,2.789999962,2.799999952,1.690000057,1.799999952,2.023999929,1.835999966,8.751999855,9.218000412,9.897000313,7.117000103,6.710000038,6.531000137,6.334000111,6.342999935,3.821000099,4.077000141,4.604000092,4.18900013
219,Solomon Islands,,Monarchy,SLB,516074229,608293860.3,597765363.1,681151193.5,932725583.3,1063879446,1129787198,1172268301,1154650069,1232699139,1303453622,7.666020135,17.3200652,7.092717169,1.051481633,7.34270706,5.912006025,5.391363886,5.165902379,-0.574469286,0.512485626,0.48868676,2.105999947,2.092999935,2.019999981,2.071000099,2.08100009,2.039000034,2.032000065,2.032999992,2.036999941,2.04399991,2.049999952,2.055999994,4.513999939,4.520999908,4.318999767,4.508999825,4.578000069,4.453000069,4.422999859,4.40899992,4.414000034,4.390999794,4.372000217,4.357999802
220,San Marino,,Democracy,SMR,2488365727,2752307016,2363156432,2139072848,2054489853,1800077091,1865374403,1788510017,1523012088,1564380531,1632860041,2.498945757,4.293202493,2.19959237,2.585418156,2.899795843,2.827332242,1.604392981,1.112963034,0.145686073,0.57394802,1.045976835,,,,,,,,,,,,,,,,,,,,,,,,
221,Serbia,,Democratic socialism,SRB,40289556656,49259526053,42616653300,39460357731,46466728667,40742313861,45519650911,44210806366,37160332465,38299854688,41431648801,6.391706444,12.41098678,8.116950922,6.142553602,11.13739763,7.330385896,7.694263629,2.082447939,1.39235822,1.122313974,3.131062486,18.05999947,13.63000011,16.10000038,19.21999931,22.96999931,24,22.14999962,19.21999931,17.92000008,15.26000023,14.10499954,13.08399963,42.97700119,34.45199966,39.59400177,45.59700012,50.53099823,50.60499954,48.79100037,46.70899963,42.59000015,34.43399811,32.8219986,31.25499916
225,Sao Tome and Principe,,,,144616696.8,188021168.8,187821029,197454053.1,233213522.6,252560557.1,302924711.4,348941715.4,315521532,354237479.2,392570292.5,18.54851363,31.99010395,16.9574758,13.34005235,14.32090217,10.63793534,8.105832709,6.99849944,5.245732849,5.431253321,5.690296199,15.85200024,15.71199989,15.09500027,14.62800026,14.12699986,13.59000015,13.52499962,13.47200012,13.43299961,13.41600037,13.47200012,13.5,23.94599915,23.55800056,22.6779995,21.97599983,21.2689991,20.5340004,20.52199936,20.51199913,20.50200081,20.51000023,20.60300064,20.62400055
226,Suriname,,Democracy,SUR,2936440801,3532961749,3875555556,4368398048,4422646204,4958566170,5149556634,5235212206,4767414748,3152173913,2995827901,6.426279345,14.66714274,-0.162987837,6.944787295,17.71177964,5.006863194,1.923436041,3.383412727,6.867599244,55.48443775,22.01953346,9.19699955,9.102999687,9.020000458,7.559999943,6.927999973,6.289000034,4.840000153,6.940000057,7.21999979,8.175000191,8.123999596,8.052000046,21.9109993,21.59000015,21.25200081,17.89100075,16.47699928,14.99800014,15.35299969,15.7869997,13.32199955,15.68700027,15.86400032,16.33699989
227,Slovak Republic,,,,86304245825,1E+11,88945625174,89501012916,98181259740,93413992956,98478349315,1.01E+11,87501423882,89768598023,95769031980,2.756723716,4.598179763,1.615104641,0.957018133,3.919285991,3.606102635,1.40047369,-0.07616533,-0.325219777,-0.520010196,1.311945882,11.14000034,9.510000229,12.02999973,14.38000011,13.61999989,13.96000004,14.22000027,13.18000031,11.47999954,9.670000076,8.130000114,7.268000126,20.38899994,19.09700012,27.38400078,33.64300156,33.46500015,34.05099869,33.70000076,29.70899963,26.49500084,22.21500015,19.0170002,17.1079998
228,Slovenia,,Democracy,SVN,48114688201,55589849128,50244793832,48013606745,51290792018,46352802766,48116256926,49904928335,43072415017,44708598649,48769655479,3.657495633,5.647423806,0.839262247,1.801170221,1.802851719,2.59741386,1.769200859,0.199343827,-0.525552286,-0.054999542,1.429107433,4.820000172,4.369999886,5.860000134,7.239999771,8.170000076,8.840000153,10.10000038,9.670000076,8.960000038,8,6.559999943,6.21999979,10.10700035,10.49400043,13.66899967,14.70699978,15.78800011,20.64599991,21.65999985,20.23999977,16.29700089,15.25800037,11.3380003,11.17399979
229,Sweden,,"Capitalism,Democracy",SWE,4.88E+11,5.14E+11,4.3E+11,4.88E+11,5.63E+11,5.44E+11,5.79E+11,5.74E+11,4.98E+11,5.14E+11,5.38E+11,2.212168834,3.437049106,-0.494460544,1.157988027,2.961150738,0.888377507,-0.04429297,-0.179638494,-0.046784745,0.984269245,1.794499047,6.119999886,6.179999828,8.300000191,8.579999924,7.769999981,7.960000038,8.010000229,7.920000076,7.400000095,6.989999771,6.71999979,6.318999767,18.90200043,19.81999969,24.77599907,24.51499939,22.45299911,23.36199951,23.1760006,22.49500084,20.02099991,18.74500084,17.82799911,16.93000031
230,Eswatini,,,,3469363996,3294093485,3580417067,4438778424,4820499924,4823831657,4560713074,4377293816,4020275298,3817430000,4433664364,8.076088279,12.65746019,7.448234234,4.509236918,6.107427146,8.939609185,5.620915763,5.680229928,4.952356149,7.847274591,6.221496227,28.23999977,28.12999916,27.97500038,27.79199982,27.5340004,27.23200035,26.91300011,26.61199951,26.33200073,26.34799957,26.39599991,26.4470005,52.95700073,52.95999908,53.05899811,53.08800125,53.12599945,53.26900101,53.42300034,53.48600006,53.50400162,54.13700104,54.77500153,55.36899948
232,Seychelles,,Democracy,SYC,1033561654,967199594,847397850.1,969936525.3,1065826670,1060222480,1328158360,1343010475,1377492466,1427525457,1497959569,5.320600273,36.96475829,31.75444077,-2.404638751,2.559267722,7.110370623,4.338938483,1.385834546,4.041944107,-1.015481917,2.856795756,,,,,,,,,,,,,,,,,,,,,,,,
233,Syrian Arab Republic,,,,40405006007,,,,,,,,,,,3.907709504,15.74532522,2.920897118,4.397413832,4.753163889,36.70229534,,,,,,8.420000076,10.92000008,8.140000343,8.609999657,14.89999962,14.76500034,14.6590004,14.47999954,14.71800041,14.78499985,14.90299988,14.875,18.70000076,22.92900085,16.16399956,20.09600067,35.63499832,35.65299988,35.52700043,34.93600082,35.18600082,35.11700058,35.12900162,34.76900101
234,Turks and Caicos Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,Thailand,,Monarchy,THA,2.63E+11,2.91E+11,2.82E+11,3.41E+11,3.71E+11,3.98E+11,4.2E+11,4.07E+11,4.01E+11,4.12E+11,4.55E+11,2.241540953,5.468489496,-0.845716092,3.247588424,3.808790581,3.014899503,2.184886185,1.895141819,-0.900424963,0.188149704,0.665631893,1.179999948,1.179999948,1.49000001,0.620000005,0.660000026,0.579999983,0.49000001,0.579999983,0.600000024,0.936999977,1.082999945,1.268000007,4.611000061,4.948999882,5.824999809,2.637000084,3.026000023,2.835000038,2.496000051,3.213000059,3.171000004,5.113999844,5.936999798,6.989999771
238,Tajikistan,,Dictatorship,TJK,3719506173,5161308188,4979481980,5642178580,6522732203,7633049792,8506045086,9236309138,7854602392,6952678127,7146449583,13.14912472,20.4705219,6.448234814,6.419565091,12.43154904,5.83116601,5.009646453,6.104427651,5.714559496,6.004580823,,11.20600033,11.1260004,11.5,11.72099972,11.15799999,10.75,10.60599995,10.47299957,10.36299992,10.3039999,10.28100014,10.29199982,20.29999924,19.92900085,21.18700027,22.02199936,20.22100067,18.99399948,18.71100044,18.46800041,18.29800034,18.5170002,18.88100052,19.21500015
239,Turkmenistan,,Dictatorship,TKM,12664165103,19271523179,20214385965,22583157895,29233333333,35164210526,39197543860,43524210526,35799714286,36180000000,37926285714,,,,,,,,,,,,3.834000111,3.752000093,3.938999891,4,3.746999979,3.665999889,3.630000114,3.576999903,3.575000048,3.479000092,3.401000023,3.335000038,7.032000065,6.711999893,7.443999767,7.765999794,6.806000233,6.520999908,6.458000183,6.336999893,6.423999786,6.46999979,6.525000095,6.585000038
241,Timor-Leste,,,,2881000000,4391400000,3199600000,3998900000,5681900000,6671000000,5649800000,4045400000,3104400000,2521000000,2954621000,10.30090202,9.064236219,0.669681186,6.765976802,13.49984024,11.80030967,11.08490851,0.726275016,0.552796026,-1.338538762,0.557215537,6.699999809,5.684999943,4.734000206,3.299999952,3.260999918,3.23300004,3.230999947,3.26699996,3.295000076,3.365999937,3.430999994,3.480999947,17.21500015,15.78800011,14.36400032,11.95100021,11.78999996,11.6079998,11.46800041,11.54599953,11.52700043,11.54399967,11.55099964,11.55500031
243,Tonga,,Monarchy,TON,300143056.9,349484427.6,318166562.8,369485198.8,423011844.3,472358251.2,450686353.7,443911052.3,435438217.3,401117500,427659795.3,5.842248749,10.44698751,1.426859721,3.534912392,6.27075303,1.147538537,0.775629322,2.510876333,-1.05399832,2.578155152,7.442245466,1.085000038,1.080000043,1.072000027,1.067999959,1.065000057,1.06400001,1.077000022,1.093000054,1.09800005,1.097000003,1.128999949,1.157999992,2.548000097,2.584000111,2.584000111,2.582999945,2.559999943,2.522000074,2.528000116,2.566999912,2.568000078,2.556999922,2.628000021,2.696000099
246,Turkey,0,Dictatorship,TUR,6.76E+11,7.64E+11,6.45E+11,7.72E+11,8.33E+11,8.74E+11,9.51E+11,9.34E+11,8.6E+11,8.64E+11,8.52E+11,8.75618091,10.44412838,6.250976631,8.566444206,6.471879671,8.891569965,7.493090305,8.854572714,7.670853648,7.775134153,11.14431108,8.869999886,9.710000038,12.55000019,10.65999985,8.800000191,8.149999619,8.729999542,9.880000114,10.23999977,10.84000015,11.26299953,11.14000034,17.23999977,18.46999931,22.78000069,19.73999977,16.72999954,15.68000031,16.94000053,17.82999992,18.47999954,19.47999954,20.31100082,20.07799911
247,Tuvalu,,Monarchy,TUV,27030374.03,30290219.76,27101076.28,31823518.62,38711827.75,37671734.83,37509122.07,37290587.5,35556038.82,36572611.89,39731317.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,Ukraine,,Democracy,UKR,1.43E+11,1.8E+11,1.17E+11,1.36E+11,1.63E+11,1.76E+11,1.83E+11,1.34E+11,91030959455,93355993629,1.12E+11,12.83877962,25.22646171,15.88119246,9.372931051,7.955724663,0.568727972,-0.238948626,12.07185629,48.69986464,13.9127102,14.43832275,6.349999905,6.360000134,8.840000153,8.100000381,7.860000134,7.53000021,7.170000076,9.270000458,9.140000343,9.350000381,9.454999924,8.982000351,13.92800045,13.98799992,17.81399918,17.35199928,17.25699997,17.09700012,17.41900063,23.27000046,22.53199959,22.01000023,23.26300049,22.36300087
250,Uruguay,,"Capitalism,Democracy",URY,23410572634,30366213119,31660911277,40284481652,47962439304,51264390116,57531233351,57236013086,53274304222,52687612262,56156972158,8.114645612,7.877073747,7.062218744,6.69870887,8.092832063,8.097765806,8.57513504,8.877353332,8.666269871,9.639413476,6.218093826,9.149999619,7.699999809,7.300000191,7.159999847,6.309999943,6.449999809,6.440000057,6.550000191,7.489999771,7.840000153,7.889999866,8.048999786,24.61199951,19.9260006,19.4640007,20.56699944,17.97999954,18.52400017,19.18799973,19.3029995,22.62700081,23.87299919,24.78300095,24.99399948
251,United States,,Democracy,USA,1.45E+13,1.47E+13,1.44E+13,1.5E+13,1.55E+13,1.62E+13,1.67E+13,1.74E+13,1.81E+13,1.86E+13,1.94E+13,2.852672482,3.839100297,-0.355546266,1.640043442,3.156841569,2.069337265,1.464832656,1.622222977,0.118627136,1.261583206,2.130110004,4.619999886,5.78000021,9.25,9.630000114,8.949999809,8.069999695,7.380000114,6.170000076,5.28000021,4.869999886,4.360000134,4.035999775,10.39000034,12.66499996,17.43799973,18.28700066,17.19499969,16.11800003,15.45300007,13.30599976,11.51500034,10.33699989,9.17800045,8.527999878
252,St. Vincent and the Grenadines,,,,684446259.3,695428851.9,674922481.5,681225963,676129407.4,692933740.7,721208998.2,727714407.1,755458031.4,770762204.1,785222509.1,7.236147016,10.06624182,0.421539126,0.747109026,3.186031116,2.598444141,0.805127804,0.193858561,-1.73361195,-0.149641648,2.153336488,18.01399994,18.79999924,18.84199905,18.81599998,18.50300026,18.18099976,17.88400078,18.22800064,17.98800087,18.21100044,18.28499985,18.25300026,37.41500092,39.05899811,39.23400116,39.24499893,38.86600113,38.47600174,38.12200165,38.88000107,38.61700058,39.26900101,39.5929985,39.77000046
253,Venezuela,900,Democratic socialism,,2.3E+11,3.16E+11,3.3E+11,3.93E+11,3.16E+11,3.81E+11,3.71E+11,4.82E+11,,,,,,27.08094145,28.18746471,26.09021232,21.06899563,40.63942752,62.16864998,121.7380853,254.9485348,,7.46999979,6.849999905,8.050000191,8.449999809,7.840000153,7.409999847,7.539999962,6.949999809,6.820000172,7.145999908,7.662000179,7.882999897,14.27999973,13.55900002,15.91800022,17.20700073,16.42200089,16.12299919,16.12400055,14.58300018,14.48799992,15.76399994,17.13999939,18.04400063
254,Vietnam,,"Dictatorship,Communism",VNM,77414425532,99130304099,1.06E+11,1.16E+11,1.36E+11,1.56E+11,1.71E+11,1.86E+11,1.93E+11,2.05E+11,2.24E+11,8.30378949,23.11631629,7.054558499,8.861600361,18.67550042,9.094216079,6.592255898,4.710018434,0.878603714,3.243567431,3.520256888,2.595999956,2.380000114,2.609999895,2.640000105,2.019999981,1.769999981,1.950000048,1.870000005,2.119999886,2.099999905,2.052999973,2.094000101,6.763999939,6.538000107,5.893000126,7.440000057,5.788000107,5.162000179,5.669000149,5.702000141,6.598999977,6.967999935,6.980999947,7.256999969
255,Vanuatu,,Capitalism,VUT,526428309.9,607958616.1,610066628.7,700804286.2,792149700.7,781702874.1,801787555.9,814954307,737917151.4,787942567.4,862879789,3.956989247,4.827285892,4.250500962,2.809293259,1.104768919,1.11090876,1.458933718,0.798863838,2.483268757,0.842069084,,5.558000088,5.539999962,5.460000038,5.402999878,5.369999886,5.343999863,5.31400013,5.287000179,5.263999939,5.267000198,5.224999905,5.190000057,10.63500023,10.69799995,10.57199955,10.51200008,10.49699974,10.5170002,10.52299976,10.53499985,10.50599957,10.58500004,10.55099964,10.52000046
257,Samoa,,Democracy,WSM,550970655.5,644132488.9,560959527.8,643046733.4,739785121.9,801168622.3,804808525.5,805162571.8,804100582.5,786640006.1,840927996.6,5.577063932,11.56590684,6.324953362,0.777007269,5.198142928,2.049018835,0.610085721,-0.406816088,0.72707706,1.302402922,1.637425973,2.154000044,3.055999994,3.895999908,4.78399992,5.679999828,8.75,8.812999725,8.720000267,8.76099968,8.487000465,8.206000328,8.097999573,6.518000126,9.092000008,11.32999992,13.83300018,16.46199989,18.35000038,18.36499977,18.12000084,18.13899994,18.10499954,17.96699905,18.12899971
258,Kosovo,,,,4655899261,5687417607,5653792720,5830463576,6691826522,6499935757,7071959639,7386891336,6440612177,6714712389,7244888738,4.337556367,9.343486314,-2.418595897,3.500819751,7.323891167,2.49175204,1.761965269,0.424540082,-0.538793103,0.300025002,1.484338371,,,,,,,,,,,,,,,,,,,,,,,,
259,"Yemen, Rep.",,,,21650532264,26910851362,25130274124,30906749533,32726417878,35401339869,40415233436,43228583935,45593573381,36436652465,31267675216,7.90511779,18.97625743,5.407760981,11.17483386,19.54356171,9.885387145,10.96844215,8.104725836,,,,15.32999992,14.97000027,14.63000011,17.81999969,16.98999977,15.27700043,14.16300011,13.47000027,13.80700016,13.72900009,14.03600025,14.16699982,27.52400017,26.92099953,26.37999916,33.38199997,31.87400055,28.34799957,26.04199982,24.53000069,25.20800018,25.16900063,25.73600006,26.07299995
260,Uzbekistan,,Dictatorship,UZB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
